 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
4449,11,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,727272.7273,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,90909.09091,90909.09091,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
22,148,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,81081.08108,13513.51351,148.0,0.0,148,148,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6756.756757,6756.756757,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51608,196,2,1,37,6,37,0,18.5,26.1629509,6,6,6.0,0.0,219387.7551,15306.12245,98.0,53.74011537,136,60,196,196.0,0.0,196,196,0,0.0,0.0,0,0,1,0,0,0,64,20,10204.08163,5102.040816,0,37,20.0,19.78214683,391.3333333,0,1,0,0,1,0,0,0,0,26.66666667,18.5,6.0,64,0,0,0,0,0,0,2,37,1,6,122,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9943,98,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,81632.65306,20408.16327,98.0,0.0,98,98,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,10204.08163,10204.08163,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,153,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1254901.961,26143.79085,51.0,83.13843876,147,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13071.89542,13071.89542,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53981,45,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,1088888.889,88888.88889,15.0,22.53885534,41,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,60,20,66666.66667,22222.22222,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1220,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115471111,16,14,514,1780,430,0,32.125,106.1105556,1774,0,127.1428571,474.0007882,19.86644088,0.259805243,3981762.448,4871748.832,9999268,22,115000000,7698074.067,4167637.949,10000000,249,110000000,8491190.462,3759938.132,10000000,1301,0,0,0,0,332,424,0.138562796,0.121242447,0,1774,74.0,324.6926752,105425.3333,0,0,0,1,0,0,0,0,0,76.46666667,32.125,127.1428571,332,0,0,0,0,0,0,16,514,14,1780,8192,946,15,20,40398.63636,11668.52636,75579,36784,9994643.0,2075.048578,9999268,9992723,BENIGN
27356,76,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,105263.1579,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13157.89474,13157.89474,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,354,2,2,70,166,35,35,35.0,0.0,83,83,83.0,0.0,666666.6667,11299.43503,118.0,162.576136,304,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,5649.717514,5649.717514,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,64,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,8852234,9,15,103,188,22,0,11.44444444,9.070709883,34,0,12.53333333,14.54975045,32.87305781,2.711180025,384879.7391,1002605.632,3432789,3,5377466,672183.25,1229482.179,2788243,49,8852143,632295.9286,1238017.197,3432789,3,0,0,0,0,296,488,1.016692509,1.694487516,0,34,11.64,12.53289006,157.0733333,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
53,209,2,2,140,396,70,70,70.0,0.0,198,198,198.0,0.0,2564593.301,19138.75598,69.66666667,115.4700538,203,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,9569.37799,9569.37799,70,198,121.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,151.5,70.0,198.0,40,0,0,0,0,0,0,2,140,2,396,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3209994,3,3,6,6,6,0,2.0,3.464101615,6,0,2.0,3.464101615,3.738324745,1.869162372,641998.8,920263.3784,2023794,74,1186200,593100.0,805804.7457,1162890,23310,3186758,1593379.0,608847.2229,2023899,1162859,0,0,0,0,84,84,0.934581186,0.934581186,0,6,1.714285714,2.927700219,8.571428571,0,0,0,1,0,0,0,0,1,2.0,2.0,2.0,84,0,0,0,0,0,0,3,6,3,6,8192,29,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4223446,5,2,123,46,46,0,24.6,23.27659769,46,0,23.0,32.52691193,40.01471784,1.657414348,703907.6667,1667236.011,4106586,17,4223446,1055861.5,2034080.492,4106586,17,4183441,4183441.0,0.0,4183441,4183441,1,0,0,0,160,64,1.183867392,0.473546957,0,46,26.875,22.82503325,520.9821429,0,1,0,0,1,0,0,0,0,30.71428571,24.6,23.0,160,0,0,0,0,0,0,5,123,2,46,332,357,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,46032107,9,9,494,2154,452,0,54.8888888889,148.9298865611,1460,0,239.3333333333,506.1195510944,57.5250661457,0.3910314164,2707771.0,4406673.72828177,10005979,3,40086895,5010861.875,5348038.49766373,10016004,3,46016914,5752114.25,4954854.94817424,10021196,3,0,0,0,0,200,192,0.1955157082,0.1955157082,0,1460,139.3684210526,365.1703119438,133349.356725146,0,0,0,1,0,0,0,0,1,147.1111111111,54.8888888889,239.3333333333,200,0,0,0,0,0,0,9,494,9,2154,29200,30,8,20,19526.0,8941.1064937922,32937,14989,10002197.75,2522.1320841702,10005979,10000823,BENIGN
53,89914331,4,4,242,394,74,47,60.5,15.58845727,106,91,98.5,8.660254038,7.073399679,0.088973581,12800000.0,33900000.0,89800000,3,89800000,29900000.0,51800000.0,89800000,3,89900000,30000000.0,51900000.0,89900000,3,0,0,0,0,104,104,0.04448679,0.04448679,47,106,78.88888889,21.99115984,483.6111111,0,0,0,0,0,0,0,0,1,88.75,60.5,98.5,104,0,0,0,0,0,0,4,242,4,394,-1,-1,3,20,171.0,0.0,171,171,89800000.0,0.0,89800000,89800000,BENIGN
80,3201946,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,9.369302293,1.561550382,800486.5,1600301.069,3200938,3,3201946,800486.5,1600301.069,3200938,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.561550382,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,84803230,8,5,413,11595,413,0,51.625,146.0175503,10136,0,2319.0,4414.366206,141.5983802,0.153296048,7066935.833,24400000.0,84600000,1,84600000,12100000.0,32000000.0,84600000,1,203617,50904.25,94335.13168,192199,188,0,0,0,0,264,168,0.094336029,0.058960018,0,10136,857.7142857,2699.094675,7285112.066,0,0,0,0,1,0,0,0,0,923.6923077,51.625,2319.0,264,0,0,0,0,0,0,8,413,5,11595,274,235,1,32,983.0,0.0,983,983,84600000.0,0.0,84600000,84600000,DoS Hulk
17988,75,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,106666.6667,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,13333.33333,13333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,63133637,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110875919,10500000.0,11900000.0,32100000,998082,63100000,10500000.0,11900000.0,32100000,998082,0,0.0,0.0,0,0,0,0,0,0,280,0,0.110875919,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,280,0,0,0,0,0,0,7,0,0,0,29200,-1,0,40,7006037.0,0.0,7006037,7006037,18700000.0,12200000.0,32100000,8015909,DoS Slowhttptest
53,39099,1,1,45,194,45,45,45.0,0.0,194,194,194.0,0.0,6112.688304,51.15220338,39099.0,0.0,39099,39099,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,25.57610169,25.57610169,45,194,94.66666667,86.02519011,7400.333333,0,0,0,0,0,0,0,0,1,142.0,45.0,194.0,32,0,0,0,0,0,0,1,45,1,194,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,98484902,6,8,337,11595,319,0,56.16666667,128.7950568,5792,0,1449.375,2046.673464,121.1556265,0.142153769,7575761.692,27300000.0,98500000,1,98500000,19700000.0,44000000.0,98500000,1,98500000,14100000.0,37200000.0,98500000,46,0,0,0,0,164,264,0.060923044,0.081230725,0,5792,795.8666667,1619.710242,2623461.267,1,0,0,0,0,0,0,0,1,852.7142857,56.16666667,1449.375,164,0,0,0,0,0,0,6,337,8,11595,0,235,3,20,10998.0,0.0,10998,10998,98500000.0,0.0,98500000,98500000,DoS Hulk
53,46567,1,1,49,91,49,49,49.0,0.0,91,91,91.0,0.0,3006.420855971,42.948869371,46567.0,0.0,46567,46567,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,44,21.4744346855,21.4744346855,49,91,63.0,24.248711306,588.0,0,0,0,0,0,0,0,0,1,94.5,49.0,91.0,32,0,0,0,0,0,0,1,49,1,91,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,346,2,2,62,126,31,31,31.0,0.0,63,63,63.0,0.0,543352.601156069,11560.6936416185,115.3333333333,198.8977962003,345,0,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,80,80,5780.3468208093,5780.3468208093,31,63,43.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,54.75,31.0,63.0,80,0,0,0,0,0,0,2,62,2,126,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
32947,56,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17857.14286,17857.14286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31003,2,2,168,332,84,84,84.0,0.0,166,166,166.0,0.0,16127.47154,129.0197723,10334.33333,17816.45196,30907,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,40,64.50988614,64.50988614,84,166,116.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,146.0,84.0,166.0,64,0,0,0,0,0,0,2,168,2,332,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1666,55,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,145454.5455,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18181.81818,18181.81818,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
50115,51,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.52941,25.5,31.81980515,48,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,32,39215.68627,19607.84314,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,360,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36762,4,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,7750000.0,750000.0,2.0,1.414213562,3,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,0,0,0,0,96,0,750000.0,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,0,3,31,0,0,110,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,168253,10,5,735,335,485,0,73.5,152.436689955,197,0,67.0,94.0850678907,6359.4705592174,89.1514564376,12018.0714285714,18420.283587829,51919,3,168253,18694.7777777778,21295.0949914398,51919,3,79435,19858.75,20365.3338850607,37955,566,0,0,0,0,332,168,59.4343042918,29.7171521459,0,485,66.875,128.9578096381,16630.1166666667,0,0,0,1,0,0,0,0,0,71.3333333333,73.5,67.0,332,0,0,0,0,0,0,10,735,5,335,65535,349,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3367,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,23635,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,5331.076793,84.62026655,23635.0,0.0,23635,23635,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.31013328,42.31013328,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31569,1,1,44,193,44,44,44.0,0.0,193,193,193.0,0.0,7507.3648199183,63.3532896196,31569.0,0.0,31569,31569,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,31.6766448098,31.6766448098,44,193,93.6666666667,86.0251901093,7400.3333333333,0,0,0,0,0,0,0,0,1,140.5,44.0,193.0,32,0,0,0,0,0,0,1,44,1,193,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23949,2,2,88,210,44,44,44.0,0.0,105,105,105.0,0.0,12443.1082717441,167.0215875402,7983.0,13783.6763238259,23899,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,40,40,83.5107937701,83.5107937701,44,105,68.4,33.4110760078,1116.3,0,0,0,0,0,0,0,0,1,85.5,44.0,105.0,40,0,0,0,0,0,0,2,88,2,210,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,208,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,942307.6923,19230.76923,69.33333333,36.95041723,112,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,9615.384615,9615.384615,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60788621,2,2,90,302,48,42,45.0,4.2426406871,207,95,151.0,79.1959594929,6.4485753016,0.0658017888,20262873.6666667,34646585.3854744,60268981,120497,60389478,60389478.0,0.0,60389478,60389478,60668124,60668124.0,0.0,60668124,60668124,0,0,0,0,60,52,0.0329008944,0.0329008944,42,207,86.8,70.7721696714,5008.7,0,0,0,0,0,0,0,0,1,108.5,45.0,151.0,60,0,0,0,0,0,0,2,90,2,302,-1,-1,1,20,120497.0,0.0,120497,120497,60268981.0,0.0,60268981,60268981,BENIGN
80,1829082,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,16.40167035,2.733611724,457270.5,913873.1213,1828080,1,1829082,457270.5,913873.1213,1828080,1,0,0.0,0.0,0,0,0,0,0,0,100,0,2.733611724,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,7969792,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.011370937,0.501895156,2656597.333,4599621.712,7967783,984,7969792,2656597.333,4599621.712,7967783,984,0,0.0,0.0,0,0,0,0,0,0,80,0,0.501895156,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2009.0,0.0,2009,2009,7967783.0,0.0,7967783,7967783,DDoS
53,222,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,720720.720720721,18018.018018018,74.0,86.965510405,171,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,9009.009009009,9009.009009009,32,48,38.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,503,1,1,45,102,45,45,45.0,0.0,102,102,102.0,0.0,292246.5209,3976.143141,503.0,0.0,503,503,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1988.071571,1988.071571,45,102,64.0,32.90896534,1083.0,0,0,0,0,0,0,0,0,1,96.0,45.0,102.0,32,0,0,0,0,0,0,1,45,1,102,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50153,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,34923,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24326,2,2,76,164,38,38,38.0,0.0,82,82,82.0,0.0,9865.9870097838,164.4331168297,8108.6666666667,14002.2071236407,24277,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,82.2165584149,82.2165584149,38,82,55.6,24.0997925302,580.8,0,0,0,0,0,0,0,0,1,69.5,38.0,82.0,64,0,0,0,0,0,0,2,76,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8031,135,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,44444.44444,14814.81481,135.0,0.0,135,135,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,7407.407407,7407.407407,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
60588,101754,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,176.8972227,29.48287045,50877.0,71926.90178,101737,17,101754,101754.0,0.0,101754,101754,0,0.0,0.0,0,0,0,0,0,0,40,20,19.65524697,9.827623484,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,8.0,6.0,6.0,40,0,0,0,0,0,0,2,12,1,6,62,976,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,17261,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,115.8681420543,17261.0,0.0,17261,17261,17261,17261.0,0.0,17261,17261,0,0.0,0.0,0,0,0,0,0,0,64,0,115.8681420543,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,176,2,2,88,218,44,44,44.0,0.0,109,109,109.0,0.0,1738636.364,22727.27273,58.66666667,94.68544415,168,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,11363.63636,11363.63636,44,109,70.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,87.5,44.0,109.0,40,0,0,0,0,0,0,2,88,2,218,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
109,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,95445,2,2,72,238,36,36,36.0,0.0,119,119,119.0,0.0,3247.943842,41.9089528,31815.0,55061.03374,95394,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,20.9544764,20.9544764,36,119,69.2,45.46097227,2066.7,0,0,0,0,0,0,0,0,1,86.5,36.0,119.0,64,0,0,0,0,0,0,2,72,2,238,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2008,31372,2,1,44,6,38,6,22.0,22.627417,6,6,6.0,0.0,1593.777891,95.62667347,15686.0,22067.38843,31290,82,31372,31372.0,0.0,31372,31372,0,0.0,0.0,0,0,1,0,0,0,40,20,63.75111564,31.87555782,6,38,22.0,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22.0,6.0,40,0,0,0,0,0,0,2,44,1,6,351,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,64068876,2,0,74,0,37,37,37.0,0.0,0,0,0.0,0.0,1.1550069959,0.0312164053,64068876.0,0.0,64068876,64068876,64068876,64068876.0,0.0,64068876,64068876,0,0.0,0.0,0,0,1,0,0,0,64,0,0.0312164053,0.0,37,37,37.0,0.0,0.0,0,1,0,0,1,1,0,0,0,55.5,37.0,0.0,64,0,0,0,0,0,0,2,74,0,0,33304,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,531791.9075,23121.38728,57.66666667,60.46762219,122,2,49,49.0,0.0,49,49,2,2.0,0.0,2,2,0,0,0,0,64,64,11560.69364,11560.69364,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11974435,5,4,517,3525,517,0,103.4,231.2094289,3525,0,881.25,1762.5,337.5524607,0.751601224,1496804.375,2499661.9,5970970,49,6973447,1743361.75,2858785.196,5972940,49,11000000,3658231.667,3204163.305,5970970,844,0,0,0,0,176,136,0.417556235,0.334044988,0,3525,404.2,1108.50939,1228793.067,0,0,0,1,0,0,0,0,0,449.1111111,103.4,881.25,176,0,0,0,0,0,0,5,517,4,3525,29200,235,1,32,1000584.0,0.0,1000584,1000584,5970970.0,0.0,5970970,5970970,DoS GoldenEye
443,777213,6,7,948,2038,517,0,158.0,230.0026087,1460,0,291.1428571,536.3582225,3841.932649,16.72643149,64767.75,116506.3393,258328,1,777110,155422.0,141586.6414,260196,219,519726,86621.0,133923.0985,260636,1,0,0,0,0,132,152,7.719891458,9.006540035,0,1460,213.2857143,401.6168148,161296.0659,0,0,0,1,0,0,0,0,1,229.6923077,158.0,291.1428571,132,0,0,0,0,0,0,6,948,7,2038,8192,245,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1025,82,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,195121.9512,48780.4878,27.33333333,24.33789912,49,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,48,40,24390.2439,24390.2439,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,821930,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,14153.27339,10.94983758,102741.25,290209.5398,820973,3,874,437.0,410.1219331,727,147,821882,164376.4,367048.8298,820973,3,0,0,0,0,72,132,3.649945859,7.299891718,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,64421178,12,12,1627,7761,643,0,135.5833333333,234.028536851,1460,0,646.75,666.0962427048,145.7284745709,0.3725482946,2800920.7826087,9779029.70279383,44983864,37,64421178,5856470.72727273,13817532.7018349,44983864,160,61096906,5554264.18181818,13931035.4011752,45054820,49,0,0,0,0,252,264,0.1862741473,0.1862741473,0,1460,375.52,547.6323371265,299901.176666667,0,0,0,1,0,0,0,0,1,391.1666666667,135.5833333333,646.75,252,0,0,0,0,0,0,12,1627,12,7761,8192,119,11,20,174068.5,174756.491222787,297640,50497,30399779.5,20625010.0946952,44983864,15815695,BENIGN
