Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,84134064,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,84100000.0,0.0,84100000.0,84100000.0,84100000.0,84100000.0,0.0,84100000.0,84100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.023771584,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,84100000.0,0.0,84100000.0,84100000.0,DDoS attacks-LOIC-HTTP
80,6,4395204,4,5,322,935.0,322,0,80.5,161.0,935,0,187.0,418.1447118,285,2,549400.5,1518109.858,4306219.0,7.0,4358077.0,1452692.333,2471342.773,4306226.0,2595.0,4395197.0,1098799.25,2138396.301,4306227.0,26.0,0,0,0,0,136,168,0.910082899,1.137603624,0,935,125.7,301.82852010000005,91100.45556,0,0,0,0,1,1,0,0,1,139.66666669999998,80.5,187.0,0,0,0,0,0,0,4,322,5,935,225,219,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
80,6,53590354,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,53590354.0,0.0,53590354.0,53590354.0,53590354.0,53590354.0,0.0,53590354.0,53590354.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0373201491,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,117824925,22,27,2246,13351.0,1352,0,102.0909091,286.9683754,1430,0,494.4814815,633.7817126,132,0,2454685.937,11700000.0,58400000.0,0.0,118000000.0,5610710.714,17500000.0,58400000.0,25.0,118000000.0,4529267.731000001,15800000.0,58400000.0,0.0,0,0,0,0,452,552,0.186717708,0.229153551,0,1430,311.94,537.1660105000001,288547.3229,0,0,0,1,0,0,0,0,1,318.3061224,102.0909091,494.4814815,0,0,0,0,0,0,22,2246,27,13351,8192,197,10,20,699287.5,884595.5329999999,1324791.0,73784.0,58200000.0,295412.9497,58400000.0,58000000.0,Benign
59972,6,1271,5,2,935,336.0,935,0,187.0,418.1447118,336,0,168.0,237.5878785,1000000,5507,211.8333333,273.0006715,706.0,6.0,1271.0,317.75,476.3817622,1017.0,6.0,706.0,706.0,0.0,706.0,706.0,0,0,0,0,124,40,3933.910307,1573.564123,0,935,158.875,334.918087,112170.125,0,0,1,1,0,0,0,1,0,181.5714286,187.0,168.0,0,0,0,0,0,0,5,935,2,336,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,2135773,8,7,1128,1581.0,661,0,141.0,222.6233206,1173,0,225.8571429,430.0986044,1268,7,152555.2143,247491.1813,953161.0,3.0,2135773.0,305110.4286,397862.3964,1192636.0,3.0,1952720.0,325453.3333,309219.7053,953161.0,168776.0,0,0,0,0,172,152,3.745716422,3.277501869,0,1173,169.3125,317.73127400000004,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141.0,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,2456491,13,13,1161,5870.0,603,0,89.30769230770001,169.5771135381,1430,0,451.5384615385,580.6250389859999,2862,10,98259.64,405672.793805229,2025226.0,0.0,2456491.0,204707.583333333,595077.408234724,2076208.0,30.0,419819.0,34984.9166666667,86263.3871460049,304009.0,0.0,0,0,0,0,272,272,5.2921016197,5.2921016197,0,1430,260.4074074074,452.0838298079,204379.78917378897,0,0,0,1,0,0,0,0,1,270.42307692310004,89.30769230770001,451.5384615385,0,0,0,0,0,0,13,1161,13,5870,8192,181,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,468,1,1,40,56.0,40,40,40.0,0.0,56,56,56.0,0.0,205128,4273,468.0,0.0,468.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2136.7521367521,2136.7521367521,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,15822,1,1,49,156.0,49,49,49.0,0.0,156,156,156.0,0.0,12956,126,15822.0,0.0,15822.0,15822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,63.203134875500005,63.203134875500005,49,156,84.6666666667,61.7764788033,3816.3333333333,0,0,0,0,0,0,0,0,1,127.0,49.0,156.0,0,0,0,0,0,0,1,49,1,156,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,769,1,1,53,138.0,53,53,53.0,0.0,138,138,138.0,0.0,248374,2600,769.0,0.0,769.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1300.3901170351,1300.3901170351,53,138,81.3333333333,49.0747728811,2408.3333333333,0,0,0,0,0,0,0,0,1,122.0,53.0,138.0,0,0,0,0,0,0,1,53,1,138,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
56633,6,9777,5,2,935,273.0,935,0,187.0,418.1447118,273,0,136.5,193.0401513,123555,715,1629.5,3638.6762840000006,9049.0,4.0,9777.0,2444.25,4591.635321,9326.0,4.0,9049.0,9049.0,0.0,9049.0,9049.0,0,0,0,0,124,40,511.4043163,204.5617265,0,935,151.0,330.8745986,109478.0,0,0,1,1,0,0,0,1,0,172.5714286,187.0,136.5,0,0,0,0,0,0,5,935,2,273,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,323,1,1,36,164.0,36,36,36.0,0.0,164,164,164.0,0.0,619195,6191,323.0,0.0,323.0,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3095.9752321982,3095.9752321982,36,164,78.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,118.0,36.0,164.0,0,0,0,0,0,0,1,36,1,164,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,54280761,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,54280761.0,0.0,54280761.0,54280761.0,54280761.0,54280761.0,0.0,54280761.0,54280761.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0368454672,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,8686,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,230,8686.0,0.0,8686.0,8686.0,8686.0,8686.0,0.0,8686.0,8686.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,230.2555837,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
53,17,827,1,1,35,63.0,35,35,35.0,0.0,63,63,63.0,0.0,118500,2418,827.0,0.0,827.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1209.1898428053,1209.1898428053,35,63,44.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,66.5,35.0,63.0,0,0,0,0,0,0,1,35,1,63,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,4232059,5,5,322,935.0,322,0,64.4,144.00277780000002,935,0,187.0,418.1447118,297,2,470228.7778,1364933.844,4109457.0,4.0,4163227.0,1040806.75,2045853.393,4109457.0,263.0,4232054.0,1058013.5,2063851.612,4153456.0,64.0,0,0,0,0,168,168,1.181458009,1.181458009,0,935,114.2727273,288.8370097,83426.81818,0,0,0,0,1,1,0,0,1,125.7,64.4,187.0,0,0,0,0,0,0,5,322,5,935,225,237,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
53111,6,35,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,57142,35.0,0.0,35.0,35.0,35.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,57142.8571428571,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64240,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,19014,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,105,19014.0,0.0,19014.0,19014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,52.5928263385,52.5928263385,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,256,237,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,115207849,30,38,770,31842.0,397,0,25.66666667,82.36141268,1460,0,837.9473684,703.3601572000001,283,0,1719520.134,3747481.637,10000000.0,1.0,115000000.0,3972684.448,4894254.315,10000000.0,15.0,111000000.0,2986580.3510000003,4644448.17,10000000.0,1.0,0,0,0,0,612,904,0.260398925,0.329838638,0,1460,472.6376812,661.8736322000001,438076.705,0,0,1,1,0,0,0,1,1,479.5882353,25.66666667,837.9473684,0,0,0,0,0,0,30,770,38,31842,8192,123,15,20,32178.0,52870.65508,191589.0,16195.0,10000000.0,4320.40625,10000000.0,10000000.0,Benign
8080,6,10351,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43957,676,1725.1666670000002,3801.874297,9478.0,20.0,467.0,233.5,251.02290730000004,411.0,56.0,9960.0,3320.0,5337.0002810000005,9478.0,34.0,0,0,0,0,72,92,289.82706980000006,386.4360931000001,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
80,6,7771,3,4,316,935.0,316,0,105.3333333,182.4426851,935,0,233.75,467.5,160983,900,1295.166667,2759.956334,6915.0,6.0,7305.0,3652.5,4613.871747,6915.0,390.0,7762.0,2587.333333,4088.114154,7302.0,26.0,0,0,0,0,72,92,386.0507013,514.7342683999999,0,935,156.375,333.4786082,111207.9821,0,0,1,1,0,0,0,1,1,178.71428569999998,105.3333333,233.75,0,0,0,0,0,0,3,316,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
53,17,1647,1,1,37,77.0,37,37,37.0,0.0,77,77,77.0,0.0,69216,1214,1647.0,0.0,1647.0,1647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,607.1645415908,607.1645415908,37,77,50.3333333333,23.094010767600004,533.3333333333001,0,0,0,0,0,0,0,0,1,75.5,37.0,77.0,0,0,0,0,0,0,1,37,1,77,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49666,6,49,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,40816,49.0,0.0,49.0,49.0,49.0,49.0,0.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,40816.326530612205,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,636,3,4,161,488.0,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,1020440,11006,106.0,69.28203230279999,180.0,21.0,310.0,155.0,79.1959594929,211.0,99.0,456.0,152.0,145.1240848378,308.0,21.0,0,0,0,0,72,92,4716.9811320755,6289.308176100601,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,3079119,16,7,1148,1581.0,677,0,71.75,172.56322512830002,1173,0,225.8571428571,430.0986044197,886,7,139959.954545455,290016.97416899697,1181466.0,79.0,3079119.0,205274.6,347393.838467606,1181466.0,254.0,3009542.0,501590.33333333296,595204.736628554,1496484.0,71647.0,0,0,0,0,332,152,5.1962915366,2.2733775473,0,1173,113.7083333333,270.7251902265,73292.1286231884,0,0,1,1,0,0,0,1,0,118.652173913,71.75,225.8571428571,0,0,0,0,0,0,16,1148,7,1581,63443,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,457,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,4376,457.0,0.0,457.0,457.0,457.0,457.0,0.0,457.0,457.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,4376.367615,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
52918,6,4289580,4,5,935,375.0,935,0,233.75,467.5,375,0,75.0,167.7050983,305,2,536197.5,1468803.596,4171040.0,6.0,4273293.0,1424431.0,2378643.288,4171051.0,49441.0,118540.0,29635.0,25306.42746,64714.0,4380.0,0,0,0,0,136,168,0.932492225,1.165615282,0,935,131.0,306.09366760000006,93693.33333,0,0,0,0,1,0,0,0,1,145.5555556,233.75,75.0,0,0,0,0,0,0,4,935,5,375,219,225,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,6046,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,330,6046.0,0.0,6046.0,6046.0,6046.0,6046.0,0.0,6046.0,6046.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,330.7972213,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
53,17,29948,1,1,34,74.0,34,34,34.0,0.0,74,74,74.0,0.0,3606,66,29948.0,0.0,29948.0,29948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,33.3912114332,33.3912114332,34,74,47.3333333333,23.094010767600004,533.3333333333001,0,0,0,0,0,0,0,0,1,71.0,34.0,74.0,0,0,0,0,0,0,1,34,1,74,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,100107853,6,4,390,0.0,79,0,65.0,31.9061122671,0,0,0.0,0.0,3,0,11123094.777777802,14529984.2750168,30019184.0,11778.0,100096075.0,20019215.0,14148805.3596952,30030996.0,50460.0,90091961.0,30030653.666666698,284.4439019092,30030977.0,30030442.0,1,0,0,0,120,80,0.0599353579,0.0399569053,0,79,42.1818181818,40.427263528000005,1634.3636363636,0,1,0,0,1,0,0,0,0,46.4,65.0,0.0,0,0,0,0,0,0,6,390,4,0,134,134,4,20,21472.25,19325.1708810901,50460.0,11793.0,25002546.5,10032617.6693827,30019184.0,9953620.0,Benign
443,6,27,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,74074,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,37037.037037037,37037.037037037,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,254,184,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,10360,3,4,310,935.0,310,0,103.3333333,178.9785834,935,0,233.75,467.5,120173,675,1726.6666670000002,3835.762228,9546.0,4.0,9829.0,4914.5,6549.930114,9546.0,283.0,10354.0,3451.333333,5526.551939,9827.0,27.0,0,0,0,0,72,92,289.5752896,386.1003861,0,935,155.625,333.07482539999995,110938.8393,0,0,1,1,0,0,0,1,1,177.8571429,103.3333333,233.75,0,0,0,0,0,0,3,310,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
443,6,110449501,18,17,1103,3597.0,774,0,61.2777777778,185.3831661739,1460,0,211.5882352941,483.21489251980006,42,0,3248514.73529412,4749030.02880451,10014504.0,10.0,110432904.0,6496053.17647059,4930795.48142304,10031095.0,5753.0,110432948.0,6902059.25,4792360.49176099,10031125.0,17.0,0,0,0,0,372,484,0.1629704058,0.1539164944,0,1460,130.5555555556,359.97003402620004,129578.425396825,0,0,0,1,0,0,0,0,0,134.2857142857,61.2777777778,211.5882352941,0,0,0,0,0,0,18,1103,17,3597,8192,63,14,20,25500.8181818182,29490.5123482729,114418.0,16545.0,10013854.0909091,1989.0628675106,10014504.0,10007858.0,Benign
47134,6,5041870,5,3,935,377.0,935,0,187.0,418.1447118,377,0,125.6666667,217.6610515,260,1,720267.1429,1849480.633,4913837.0,6.0,5041870.0,1260467.5,2435875.883,4913844.0,61.0,91704.0,45852.0,60425.10288,88579.0,3125.0,0,0,0,0,168,104,0.991695542,0.595017325,0,935,145.77777780000002,321.1490222,103136.6944,0,0,0,0,1,0,0,0,0,164.0,187.0,125.6666667,0,0,0,0,0,0,5,935,3,377,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
50819,6,908,5,2,935,274.0,935,0,187.0,418.1447118,274,0,137.0,193.747258,1331497,7709,151.33333330000002,156.8829712,335.0,7.0,908.0,227.0,305.1196487,664.0,7.0,335.0,335.0,0.0,335.0,335.0,0,0,0,0,124,40,5506.60793,2202.643172,0,935,151.125,330.9274575,109512.9821,0,0,1,1,0,0,0,1,0,172.71428569999998,187.0,137.0,0,0,0,0,0,0,5,935,2,274,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
63925,6,1697,5,2,935,313.0,935,0,187.0,418.1447118,313,0,156.5,221.3244225,735415,4124,282.8333333,352.5560476,880.0,5.0,1697.0,424.25,534.1843471,1147.0,5.0,880.0,880.0,0.0,880.0,880.0,0,0,0,0,124,40,2946.375958,1178.550383,0,935,156.0,333.2750901,111072.2857,0,0,1,1,0,0,0,1,0,178.28571430000002,187.0,156.5,0,0,0,0,0,0,5,935,2,313,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,310,1,1,40,56.0,40,40,40.0,0.0,56,56,56.0,0.0,309677,6451,310.0,0.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3225.8064516129,3225.8064516129,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
22,6,372144,22,20,1928,2665.0,640,0,87.63636363639999,137.78055203649998,976,0,133.25,268.7712537496,12341,112,9076.6829268293,25417.4915967715,140041.0,5.0,372099.0,17719.0,34536.1536161745,140041.0,204.0,372137.0,19586.1578947368,47371.4127744937,176913.0,7.0,0,0,0,0,712,648,59.1169009846,53.7426372587,0,976,106.8139534884,207.2870399796,42967.9169435216,0,0,0,1,0,0,0,0,0,109.3571428571,87.63636363639999,133.25,0,0,0,0,0,0,22,1928,20,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Bruteforce
60285,6,968,5,2,935,247.0,935,0,187.0,418.1447118,247,0,123.5,174.655375,1221074,7231,161.33333330000002,176.2891564,413.0,6.0,968.0,242.0,342.0750405,739.0,6.0,413.0,413.0,0.0,413.0,413.0,0,0,0,0,124,40,5165.289256,2066.115702,0,935,147.75,329.6304208,108656.2143,0,0,1,1,0,0,0,1,0,168.8571429,187.0,123.5,0,0,0,0,0,0,5,935,2,247,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,2109,1,1,41,147.0,41,41,41.0,0.0,147,147,147.0,0.0,89141,948,2109.0,0.0,2109.0,2109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,474.1583688999999,474.1583688999999,41,147,76.33333333,61.19912853,3745.333333,0,0,0,0,0,0,0,0,1,114.5,41.0,147.0,0,0,0,0,0,0,1,41,1,147,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infilteration
0,0,112637615,3,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,56318807.5,23.3345237792,56318824.0,56318791.0,112637615.0,56318807.5,23.3345237792,56318824.0,56318791.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0266340867,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56318807.5,23.3345237792,56318824.0,56318791.0,Benign
21,6,2,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1000000,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-SlowHTTPTest
3389,6,4041307,14,8,1441,1731.0,725,0,102.9285714286,191.1489408352,1179,0,216.375,405.4647906151,784,5,192443.19047619,259406.862579543,953156.0,64.0,4041307.0,310869.76923076896,367235.34129768296,1321773.0,24245.0,3937372.0,562481.714285714,346855.662282701,1080389.0,162614.0,0,0,0,0,292,172,3.4642258062,1.9795576035,0,1179,137.9130434783,278.894719961,77782.2648221344,0,0,1,1,0,0,0,1,0,144.1818181818,102.9285714286,216.375,0,0,0,0,0,0,14,1441,8,1731,8192,62644,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,118288123,24,32,1408,21685.0,511,0,58.6666666667,116.1747808698,1430,0,677.65625,681.9032477665,195,0,2150693.14545454,11036890.5302448,58920267.0,0.0,118288123.0,5142961.86956522,16840978.1447133,58920267.0,35.0,118131431.0,3810691.32258065,14618991.2038358,59076291.0,0.0,0,0,0,0,492,652,0.2028944191,0.2705258921,0,1430,405.1403508772,599.8042370699,359765.122807018,0,0,0,1,0,0,0,0,1,412.375,58.6666666667,677.65625,0,0,0,0,0,0,24,1408,32,21685,8192,184,10,20,621010.5,657649.611590017,1086039.0,155982.0,58445001.5,672126.91582803,58920267.0,57969736.0,Benign
53,17,330,1,1,58,74.0,58,58,58.0,0.0,74,74,74.0,0.0,400000,6060,330.0,0.0,330.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3030.303030303,3030.303030303,58,74,63.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,95.0,58.0,74.0,0,0,0,0,0,0,1,58,1,74,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8080,6,594,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,3367,594.0,0.0,594.0,594.0,594.0,594.0,0.0,594.0,594.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3367.0033670000003,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot
50515,6,28,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,71428,28.0,0.0,28.0,28.0,28.0,28.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,71428.57142857139,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,5502533,5,5,346,935.0,346,0,69.2,154.735904,935,0,187.0,418.1447118,232,1,611392.5556,1463513.312,4414449.0,4.0,5454849.0,1363712.25,2086390.265,4414457.0,3798.0,5502525.0,1375631.25,2695710.271,5419170.0,13990.0,0,0,0,0,176,168,0.908672424,0.908672424,0,935,116.4545455,290.64802210000005,84476.27273,0,0,0,0,1,1,0,0,1,128.1,69.2,187.0,0,0,0,0,0,0,5,346,5,935,225,219,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
53,17,366,1,1,32,128.0,32,32,32.0,0.0,128,128,128.0,0.0,437158,5464,366.0,0.0,366.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2732.2404371585,2732.2404371585,32,128,64.0,55.425625842200006,3072.0,0,0,0,0,0,0,0,0,1,96.0,32.0,128.0,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
